category,rating,label,text_
Kindle_Store_5,5.0,OR,Book 2 in this fantastic series..it's just great. Love this one as much as the first one. Can't wait to continue on!
Kindle_Store_5,5.0,OR,"Reader. . and that is all that needed to be said for me to dive in even running on almost no sleep. I wish I could give this more than 5 stars. Besides the fact that the series is written so good, you can't help but be pulled in by the characters and push yourself to keeping going and see what happens next. This book is equal amounts of thrill, angst, and hot steamy sex scenes."
Kindle_Store_5,5.0,OR,"Love this sweet story set in the Midnight Deltas world. Billy is Sophia's (main female character from book 1) 14 yr old brother. He wants to ask one of his fellow students to the Valentine's dance but he's too nervous. In steps the men of Midnight Delta...burly, take-no-prisoner Seals, who all offer Billy advice on what to do. The most important being to respect and take care of the female.
I loved each of the men and thought they were sweet and funny and so caring. I recommend this sweet novella."
Kindle_Store_5,4.0,OR,I enjoyed this journey very much. It had just enough drama to keep you interested. Just enough evil to make you angry. Just enough suspense to keep you guessing. And enough love to last a lifetime. I left individual reviews for each book in this trilogy. I wanted to separate the reviews so it wasn't based of the combination. I'd highly recommend this bundle (individually or as a package). I have enjoyed the other works from Georgia Cates. She is a fantastic writer. Looking forward to what is in the future.
Kindle_Store_5,5.0,OR,"Amazing read. The humor,the wit and the amazing insights to everyday issues. Sign me up for any book MR Robertson writes."
Kindle_Store_5,5.0,OR,"This love at first sight tale is made unique by the willingness of every single character's willingness to make the marriage work.  From the very beginning the mail order bride, her husband, his very surprised rich father and all of his daughters give their all to make this union a successful one.  Good read."
Kindle_Store_5,5.0,OR,"I received a free copy in exchange for my honest review.

Theo and Mac were best friends turned lovers. Only one doesn't remember the only time they hooked up. I was hooked from the start and fell in love with this story. Mac is the one that got away. He lost her once, he won't lose her again! You won't regret one clicking this!"
Kindle_Store_5,5.0,OR,"The best part about the 3rd installment of the IMA series is that it looks like it's not going to be a trilogy! The ending definitely sets things up for a continuation and that means more of my favorite fictional couple!

Locked and Loaded picks up exactly where Armed & Dangerous left off; right in the middle of Michael and Christina's first fully consensual moment of intimacy. It's nice to see the development in their relationship. Christina is still growing into her sexuality and sorting out her feelings for Michael. Michael is feeling somewhat vulnerable having confessed his love and now believing that Christina ""has him right where she wants him"" which makes him somewhat defensive. Or as Christina describes him ""Michael was like a half-tamed dog, as likely to turn on you as he was to snuggle up against you and lick your face, and just as slow to trust"". Their relationship isn't easy, but it is realistic and the characterization as usual is spot on. It is gratifying to see the emotion and trust grow between them; and Michael's sharing of his sexual fetish says as much about their individual growth as it is simply. rather titillating. The story is equally divided between relationship building and plot, suspense and intrigue. Christina finds that her plan of joining the BN to be trained as a hacker doesn't work out exactly as she had anticipated; and Michael still has the IMA and the psychotically evil Callaghan to contend with. The story ends on a Happily for now note. My only complaint is that it was too short. I want more excitement, more intrigue, more wonderfully enjoyable dialogue and more realistically portrayed emotional growth from my 2 all time favorite characters. (More hot sex and detailed fetish exploration would not be remiss either."
Kindle_Store_5,5.0,OR,"I was given an ARC copy of this to read and review by the author, however I enjoyed it so much I purchased a copy for myself.

This is book two in this new series by Georgette, however it can be read as a standalone. There are brief appearances from the first couple in the series so while it works on its own, I would suggest reading the first book anyway.

Cadence is half werewolf, half dragon. She never knew her father and was raised by her mother with no impact from her father or his family. Since her wolf was most dominant she was able to hide that she was half dragon, however she is changing. Her wolf is gone and her dragon side is beginning to take over. She is unable to hide it any longer and since dragon births are on the decline, she has no choice but to register and subject herself to a forced mating with a complete stranger. However fate was at work when her best friend, Daisy, happened to meet a dragon as he was being ejected by her aunts mating agency. Some quick thinking gets them both in the same room and that is where the real fun begins.

I love this world Georgette has created as well as the two sides to the dragons. The ice dragons and the fire dragons and the war that has always been simmering between them is so interesting. Cadence is an ice dragon and Orion is a fire dragon. They should hate each other, not be falling in love.

This one had action, forbidden romance and a lot of fun moments. One of Georgettes best books in my opinion and I definitely recommend to fans of paranormal romance."
Kindle_Store_5,4.0,OR,I really liked this mail order bride book. It was a nice clean romance book. I would recommend this book to all my family and friends
Kindle_Store_5,3.0,OR,"This is a fast read, but a nice one at that. Jennifer is this girl who had a bad realtionship with this one guy, did not so swell in college, and finally stopping at technology. She likes and opened up a repair shop with the money left over from her dad. So far she's glad she hasn't touched Grammy's money. She receives this e-mail one day and it's from her granddad, which is strange because he isn't alive. She can't really do much about it now. Her parents are dead and Grammy is to. So what can she do but head into Grammy's room to figure out some answers. She enters the room to find a suitcase full of pictures of everyone. She soon falls asleep and wakes up to Marshal the landlord waking her up with coffee waiting. They chat for a while and comment on how the place looks like nerdville with all the tech stuff around the house and Jen's video game collection. So Jen goes to get ready and they head to meet this granddad. The story goes on and even though its a short read it is so page turning that i got this book done in no time flat."
Kindle_Store_5,4.0,OR,"Damn you Jenn Foor!! You made me cry throughout this ENTIRE book!! Moreover, you made me like that spiteful and conniving bitch Heather! You made me love her and feel sorry for her and want everything for her...how could you do that??  I wasn't prepared for all you put us through in this book! I gave this book 4.25 stars, if you haven't read this series, you really should, those Mitchell boys are freaking HOT!!"
Kindle_Store_5,5.0,OR,"This was the first book I ever read by Kerrigan, and like every book since, it left nothing (and everything) to be desired. Fabulously written, amazingly deep characters (especially for a short story) beautiful love story, and a whole lot more. Nothing left to be desired in the writing, except that it leaves you wanting more. Always more! I devour Kerrigan's books and just cannot wait until the next one."
Kindle_Store_5,4.0,OR,"Yes, this is a new writing style for the talented MS EDWARDS.  She has shown more talent than when she wrote as MS NICOLE EDWARDS. And, I didn't know that there ever was that much talent had existed.  Being able to write books that are that good and being that different is phenomenal. We are talking like two completely different people.

The book was great. I'm so excited about this series. And I can't wait for the next book.  This review will have no spoilers as I don't include them.  They can ruin a book if you include them in a review.

The editing was good.
The characterization was more than great.  All the characters had a perfect role they played.  Each of them could have their own unique story.
The storyline was unique and not boring. You are always waiting for the next page.
I gave it a 4.5 stars and then rounded it down. There was one or two chapters that was a little slow. But that was all.

I RECOMMEND THIS BOOK. I URGE YOU TO READ THIS FIRST BOOK OF THE SERIES.  I AM SURE YOU WILL NOT BE DISAPPOINTED AND YOU WILL WANT TO CONTINUE WITH THE SERIES.
SO, GET THE BOOK AND ENJOY YOURSELF.

HAPPY READING MY BOOK FRIENDS......."
Kindle_Store_5,5.0,OR,"George McVey has produced a fast-paced, action-filled story with a good plot
and interesting characters which makes for an enjoyable book."
Kindle_Store_5,5.0,OR,"Once upon a time I dreamed of being able to pick my future husband out of something like the Sears catalog. I mean they'd invent it before I was adult, right? Seemed so obvious to me. I couldn't understand why they hadn't done it already.

So it was to that kind of place to which this book took me back, certainly as the character Cherie describes her desire to order up the perfect man, and then goes on a funny and insightful journey of eroticism, rejection, conflict, confusion and pulling it all together again. This book was a very enjoyable elixir."
Kindle_Store_5,5.0,OR,"What an absolutely delightful story!  The plot revolves around a lonely schoolteacher, a troublemaker student who just lost his mother, and a widower father trying to be both parents.  Melanie, Simon, and Hank are endearing characters.  Their perseverance in deciphering the puzzle box was inspirational.  This is a short story so obviously the romance will be at a rapid pace.  But it is believable.  I really felt the holiday spirit after reading this story.  I will definitely continue with this series!"
Kindle_Store_5,4.0,OR,Seems like a good variation on the sex in space stories that are out there right now. Featuring 3 humans  including a smart heroine made this a good read
Kindle_Store_5,5.0,OR,"Great informative book on investing advice. The book is well-written and very helpful in terms of proving investing advice to beginners. Money management, according to the author is one of the most important things that a person should be aware of before investing. Easy to understand basics for beginners!"
Kindle_Store_5,4.0,OR,"Raunchy book intended for genre fans. There's more substance than you usually get in this type of story and the writing is good. Overall, this is a quality release."
Kindle_Store_5,5.0,OR,"Kimber is hurting, she left everything behind when the guy she fell in love with found his true love again. Now she needs to find her happy. Thinking of spending some time at a friend's cabin to find her direction she never thought by stopping at a local bar for some food and drink 's would lead her to this sexy Cowboy. After a long day Aiden stops in to Rosie's Bar for a drunkesT he didn't expect was the beauty sitting at the bar. Needing to get to know her is a Must. What they didn't know is they are both linked back to the ones she just left behind. Will Aiden be the one to help her start over or will his connection to what she left behind be to much for Kimber to bare. Starting over was never easy but with the right person anything is possible. Great Read."
Kindle_Store_5,2.0,OR,"I gave the book two stars because at least the author tried to teach the reader about wool and spinning, but that's about the only entertainment value I could find. I couldn't get into the book. I just couldn't find the rhythm or flow anywhere. The writing style is very juvenile and just odd. I couldn't finish the book but at 35% I couldn't invest anymore time. Here's some text from the last page I read so you might understand what I mean. ""Slowly, the lid to the trunk creaked open and just like he knew, Henry emerged from the chest."
Kindle_Store_5,2.0,OR,"Disappointed!!! Everything happened just as expected - no twists or turns or unexpected plots.
Not an Amish story at all!!!"
Kindle_Store_5,4.0,OR,"This second in the Last Librarian trilogy is about a complicated future world where it is hard to tell the heroes from the villains.  The world is peaceful, but at what price.  I am starting on the third book immediately."
Kindle_Store_5,4.0,OR,"It was good. There was one part I did not like, the 3rd person in the room during intimate times. There was only one or two instances of this behavior, but I thought it would have been better if it was kept just between the couple. I appreciated that only he was allowed to discipline."
Kindle_Store_5,5.0,OR,"M. Robinson did it again!
This book is amazing! Brilliant.

This is a spin off of the VIP trilogy. We've met Brooke and Devon in VIP but now it's thier turn to tell the story.
They are both so broken that to others they only show their facade. At the beginning of the story Brooke is 16 and just like every 16yo girl she is full of hope and dreams. But in her case, those dreams and hope dissapear and she closes herself and becomes very good VIP. It's all about sex and pleasure.
Devon's life wasn't an easy one. He knows how hard you have to work to get something in life.
They are both broken and they need each other if they admit it or not. At first there is very beautiful friendship, but they both know there is more. So much more.
Their story is full of pain and loss, but also full of love, hope and scorching hot scenes. Whoa, M. Robinson knows how to write hot scenes. Reading this book I cried, I laughed, I swooned and I was fanning myself. This book is amazing.

Can't wait for more from M. Robinson."
Kindle_Store_5,5.0,OR,"Seriously....this just gets better and better. The intensity of emotion and their relationship , connection and magnetic attraction continues to build. The suspense and mystery deepen and we get a glimpse of Drakka' s formative years. The chuckles and LOL moments keep shining through. And Finally some private time for our hero and heroine with the intimacy they each have been craving..is stupendous....until it is not...and  we are left with a sense of extreme loss,emptiness,confusion,loneliness craving and sense of numbness .A lot of adjectives in attempts to describe what an emotive sensual and visceral experience Devon Hartford provides?Get used to it...because I have already begun part three and it is definitely an upward sojourn!"
Kindle_Store_5,5.0,OR,"Love the gentry boys!!! Not only do you get Stone's story but you get a little taste of the triplets and their families. This series is a must read in my book, cant wait to read the next installment."
Kindle_Store_5,4.0,OR,"Good short story. Catches you up on an interesting couple, opens the door to new characters. All while experiencing the nostalgia and mixed emotions that come with the holidays."
Kindle_Store_5,1.0,OR,"Boy did I go wrong with this book. I didn't know this had so much sexual content and far too little Sci-Fi. There was no need to have physical and sexual abuse and I stopped reading because that was where it was going. I'm not pleased because had I been warned in the blurb I wouldn't have gotten this to start with.

My copy came from Net Galley, Im sure they didn't know that it was not rated properly there. I left this review to warn others so that they didn't make the same mistake I did, thinking this was Sci-Fi. This review is entirely all my own."
Kindle_Store_5,5.0,OR,Love the MC books by this author. Every one of them are extremely well written and keeps you engaged from start to finish. Ready for the next book.
Kindle_Store_5,5.0,OR,"Never in a million days did I see some of these characters taking the turn they did!! I almost forgot about Darby and Avery as Holt, Alexi and the Butcher got to revealing who they really were!! How can you not love Darby and Avery especially after they've opened up their hearts and homes to DJ!! A brother though!! Is the other Sullivan really dead though hmmmmmm???  Now I'm sitting on pins and needles waiting on this wedding what oh what is Sidra going to do?? Will she ruin her chances with Casey or will love prevail!! You keep writing and I'll keep reading!! "
Kindle_Store_5,5.0,OR,"Liz and Landon have been together the better part of 4 years. She refers to them as peas and carrots. They go well together, but there is not a lot of excitement. They are busy, sometimes ships in the night.

Then suddenly, they are laying it on the line and he proposes. The excitement is back and it it makes Liz want to find a way to keep it! She wants to be strawberries and whip cream instead of peas and carrots. And they have it, at least for now.

The she says to him how about we wait until our wedding night? The bet is on. Whoever does not give in gets the honeymoon they have dreamed of. Liz is pleased even though she wants to jump Landon. Then they are busy trying to pay for the wedding, survive the in-laws, and not get evicted.

Such an amazingly great story! I have not laughed, and cried so much for a book in a while. I was truly impressed and that is not so simple to do. I found the characters sincere and their quest was for the same thing we all want - to be happy we have found the right someone and have the happy after the buildup.

I have to say I cannot wait for the next installment in the All About Love series. The author has really brought her A game to these books, so be prepared to enjoy with plenty of chocolate and tissues.

***This ARC provided by Netgalley.com and its publisher for an honest review only."
Kindle_Store_5,5.0,OR,"The chemistry between Chase and Violet is undeniably refreshing.  Chase is a military man with a toddler daughter, and a widower.  Chase's daughter has his heart, and then his deceased wife's childhood friend arrives to see the wife, and claims his and baby Ava's heart.  Chase is not sure if he can forget the past and embrace the future.  Violet is a trust fund heiress, who is loving , kind , compassionate, and very generous.  Upon setting her eyes on Chase, she knows Chase and Ava has stolen her heart.  Will Chase forget old hurts and embrace the love he has never had with anyone else? The storyline is great, just too short. How will the flyboy and the heiress meet in the middle to embark on a grand adventure to love?"
Kindle_Store_5,4.0,OR,"For those who are looking to gain additional knowledge of investing in this growing field, or just want an easy to use reference as they buy, build, and sell online companies, The Buyers Quest is a good book to have at hand. This is a useful book to understand the practicalities of buying and improving the monetization of websites. Through this book I was inspired to invest in websites and turning them around into profit. This is a great book for a someone who is new, it gives you exactly what you need to do to sell websites."
Kindle_Store_5,5.0,OR,"Oh my gosh I was so happy to receive this ARC, in exchange for an honest review.

Oh my gosh I love Solease Barners The draglen Brothers Series, they are just too darn amazing foreal.  When I finished Gemi I was like oh gosh I need more and more of those darn dragon brothers.  Solease has always kept our attention with each of the draglen brothers each story is always different, and each characters posses their own unique characteristics and dispositions in the book. We are onto the fourth brother who is Gemi. Unlike the other brothers who really weren't searching for a Wella, he has longed for mate to be his other half, the one who is destined to be his.  While in New Orleans he comes across the one person who is his and only his; Shalisi.  Shalisi is not your typical woman, though she is sweet, sexy there is one tiny problem in this possible romance... she is a witch and one of the dragons most mortal enemy. Her destiny is to become a Passer but she must make a difficult decision whether to leave her coven and true calling behind or to be with the dragon who makes her feel, and long for more.  I loved this book oh my gosh im not gonna lie between all of the draglen books this one was by far my most favorite.  Solease wasn't kidding when she said Gemi is far more different from the other brothers in this series and hot damn he was totally amazing for sure.  You have to read the series because each one kind of gives the hint of what's to come in the other upcoming books."
Kindle_Store_5,5.0,OR,"I throughly enjoyed the book.
Be prepared to turn your air conditioner
to the coldest setting you will need it."
Kindle_Store_5,5.0,OR,This book is entertainment to the family :) Cathy Wilson is a really talented writer and 'Your Feelings Matter to Sam the Sloth' is a testiment to this!
Kindle_Store_5,4.0,OR,"An interesting idea, very clearly explained. Easy to follow, the author covers everything you need to know, exactly how to do it. Very cheap to give it a try too, as you can do it using free photos if you want. So you really have nothing to lose as it is  low or no cost to start up."
Kindle_Store_5,5.0,OR,"Third Time Lucky, Spellbound Moon/Redstar Werewolves book 3. I love this series!  Contains MM and MMF interation, if that is not to your taste, you may want to skip this series.  I loved this series! Rereading, since Dane's long due story is out in the Sugar, Spice and Shifter's collection.  I working on being better about reviewing the book I read.
Gabby and Ethan are two of Lisa;s high ranking soldiers, and have been circling eath oteh for a while now.  Harris is a wizard and sheriff in the near by neutral town were al comers are welcome, as long as they don't cause trouble.  Harris and Ethan know Gabby is their mate.  Gabby is a strong female, and fears loosing herself to two vpowerful and over protective alpha men.  Ethan and Harris are tired of waiting and finally have Gabby wre they want her.  Now they have to convince her to stay.  A fun and steamy read!"
Kindle_Store_5,5.0,OR,"A fun and chaotic read!  As usual, Jennifer Ashley has done an outstanding job in delving into another (?) world.  The characters are lovable and flawed, the dialogue clear and crisp, and the story interesting and fun.  [Hmmm - is that too many ""ands"" in one sentence?  Oh well - all grammarians please excuse.]
I have all Ms. Ashley's books and have not been disappointed in any of them.  This is a very enjoyable read."
Kindle_Store_5,4.0,OR,"This was a great book. Strong H and spunky h, just the way I like them. However, I would have liked more intrigue, with what the H had done for the crown. Spy stuff, espionage, etc. Anyway, overall, it was a Cinderella story and much enjoyed."
Kindle_Store_5,5.0,OR,"RC kindly provided by the author in exchange for an honest review. Taming Alaska was amazing!! It was a thrilling page-turner with well-developed, witty characters. Cyn was one of the best female leads I've read. She wasn't afraid to speak her mind, went after her dreams (even if they were bad for her), and held her own in the Alaskan wilderness. There were times where the situation was gravely serious and she would have these thoughts that made you wonder about her depth, but then you realized that if you were in her situation you'd probably want to check some things off your bucket list too. Shane was perfect. He kept Cyn safe in some pretty harsh conditions, he was able to make light of a bad situation, while also being serious when he needed to be. Cyn and Shane together were everything. They just worked. But their story isn't finished yet. I can only assume there will be a sequel. And I. Cannot."
Kindle_Store_5,4.0,OR,"Ella's gifts weren't what I expected. This is, in my opinion, mostly a love story with a side plot - murder.

Ella's had a horrific childhood, loosing her mother right before her eyes, but the ramifications of her death go deeper than she ever dreamed. Ella's grown up pretty much okay, except for a recurring nightmare, but like has gotten better. She's met a guy.

I like the love story in the book. The murder story wasn't as plausible to me, but overall the book was good and I'd recommend it."
Kindle_Store_5,3.0,OR,"I have mixed feelings about this book.  At times I loved it; other times I threw it across the room.  The information on writing reviews, Listmania, and So You'd Like To...Guides was extremely valuable.  Knowing how Amazon uses this information to get more exposure for your book is worth the price of the book.

But there were a lot of questions that remained unanswered.  Author Connect was somewhat confusing.  I asked quite a few people to access an author's profile page and no one succeeded. Amazon customers will follow the path of least resistance. If these are so well hidden that Brent has to give you a web address to put in to find it, how are the readers supposed to uncover this ""useful"" information?  They won't.  I understand that isn't the Brent's fault, but why should I spend my time doing something potential buyers can't find, even if it's free!

Buy X Get Y could have been more detailed.  There is more to pairing books than selecting a title.  Is it worthwhile to pair your book with a top selling title that has a one or a two-star review as a Spotlight Review?  What if the title you select is in the top 10 in sales, but sells for 1/2 the price of yours?  Is it a good match?  I don't expect Brent to do all the work, but I do feel these are valid questions that should have been addressed.

If you look at most of the 5 star reviews, you will see that they are nothing more than shameless self-promotions of books written by the reviewers.  That should tell you something."
Kindle_Store_5,4.0,OR,Loved the characters in this book. Everything Angus had to go through to find her true love . Her loss and then her joy of starting over.
Kindle_Store_5,5.0,OR,I fell in love with this in the very first chapter. It made me warm and fuzzy all over. I simply couldn't put it down I finished it in just under 2 hours. I am sure you will love it as much as I did. I received an ARC in exchange for my honest review and it in no way influenced my review.
Kindle_Store_5,5.0,OR,"The one we always like lives just around the corner.  It is still difficult to live in and work in society today not be married by the age of 25 and have trouble recognizing and allowing ourselves to love the one we want to a part of our life.  Parents are smart but still many parents still shun children if they are perceived to be gay.  However it's okay to be no since you can enjoy both sides of the fence.
Eric and Nick are a couple who can't find the strength to enjoy each others company because...What would society think.  Both have parents who believe in their children.  Eric tho has a tough time no matter what he does and Nick longs for the love no matter what it takes from Eric.
They both need each other.  The writer makes the story hard to put down for its realism.  Can't wait for the rest of books."
Kindle_Store_5,4.0,OR,"The long awaited book 3 was an interesting read.

Ti and Tony appear to be settled in their relationship.  Ti has some insecurities of other beautiful women being around her man which he puts to death for her.  I liked how their relationship has developed.

Disaster has struck with Kathy and William's relationship and now Allison is on to them and want's to destroy their relationship.

Mrs. Bentini is determined to destroy the family she has built by refusing to accept Kathy and Ti whom her sons love.

We now have to wait for book 4 to see if Kathy and William's relationship can survive after he learns he is a dad!

I did enjoy this book."
Kindle_Store_5,5.0,OR,"Get Down to 150

By Clint Evans and E. Calvin Barber 11

Hip Chick Publishing  2012

Nutritional and fitness experts, Clint Evans and E. Calvin Barber 11, write an easy to read book on the steps needed to improve health and lose unsightly and dangerous pounds by simple changes in diet and exercise. Many diet and exercise books abound, but this book is exceptionally user-friendly, backed up with medical and scientific research and is easy to conform to -- resulting in stunning changes to overall health, wellness and fitness.

Clint explains which foods sabotage both your health and weight loss, explains what certain foods do to harm the body and how to make choices that will maintain good health -- not to mention creating a body that looks  . . . hot.

Clint believes that an improper diet and intake of fast food, prepared food with dangerous additives, as well as foods containing hormones, pesticides and antibiotics, may well cause many of the modern diseases plaguing our country today. As co-founders of Hip Chick Fitness, Calvin and Clint tackle both "" the devastating downtrend in health . . . and the alarming surge in the obesity trend"". When following the guidelines of "" Get Down to 150,"" people may both prevent and/or improve upon diseases like diabetes, food allergies, cancer and heart disease, just to name a few. Calvin tackles the importance of the right type of exercise by presenting a routine that is simple, short and effective for both cardio and strength building.

This book is an important asset to not only just looking good, but feeling good as well. Their solutions are ""long-term, sustainable, and affordable"". The only thing the reader has to lose by reading this book is unwanted pounds.

Micki Peluso: writer, journalist, and author of . . . And the Whippoorwill Sang"
Kindle_Store_5,5.0,OR,Very nicely detailed book about the maldives . The author has done very nice research and got a lot of good information collected about the places to go and the things to do. It seems to be a must go place in our lifetime not just for honeymoon but even for a nice little vacation. Great book..
Kindle_Store_5,4.0,OR,"Savannah Martin has not had an easy time of it. At fourteen, her mother abandoned her and, despite being fostered as part of a caring family, the scars still run deep. Returning home after breaking away from an abusive relationship, the heartache is not over. The patriarch of the family has been murdered and the family is reeling from the loss and the continuing threat to their business and their lives. Jared Corbit is her sister Lexis boyfriend and she wished she felt brotherly thoughts towards to him. What was she going to do?

Told from Savannahs point of view, her emotional turmoil feels so real. There seems to be one punch after another to herself and those around her and the anguish and she feels cannot be hidden. The author knows just the right thing to say to convey the mood, the feelings of uncertainty, pain and love. And there is a lot of love in this story despite tackling the serious issues. Abuse and its ripple effect, abandonment and its life-long consequences are at the center of Savannahs struggle as she tries to deal with her family and the situation she finds herself in now. Jared is more than she feels she deserves and the roller coaster of events that happen don't ease that feeling. Surprising twists and still a lot of uncertainty has me eagerly looking for the second part of this two-book storyline."
Kindle_Store_5,5.0,OR,This is part of the Families War? series. War in the far future with a slightly strange group of heroines. A fast pasted and interesting story. A neat series of technologies that make everything sound possible.
Kindle_Store_5,4.0,OR,IT WAS FUN TO READ THE CURRENT INFORMATION ON HOW THE ROYAL FAMILY SPENDS CHRISTMAS.  I READ IT TWICE.  IT DOES NOT HAVE MANY PAGES BUT THOSE PAGES ARE LOADED WITH INFORMATION. VERY ENJOYABLE.
Kindle_Store_5,5.0,OR,"I love historical romance with strong heroes and heroines. I also love to watch what happens to them when love enters the picture. S. G. Rogers did an awesome job with Larken and Brandon. The conflict was there right away but the attraction was paced. The plot twists near the end were genius! At the end, the author mentioned a sequel. I can't wait to read it."
Kindle_Store_5,4.0,OR,I liked Braydon much better than his brother.  It was a good read.
Kindle_Store_5,4.0,OR,I was surprised Viviane found herself and was able to bounce back from her cheating husband. It didn't take long before her cheating husband found her desirable once more. It took seeing her with another man and her transformation to realize he had a good woman.
Kindle_Store_5,5.0,OR,Pennsylvania 3 begins to reveal a lot of crucial elements about life in a new world.  Much has changed.  More than our Jed can grasp.... but he is starting to.  Everyone is after him and he doesn't understand why a simple Amish boy can be so valuable.  There is some good action in this one and almost as many new questions as answers.  That can only mean one thing... must...read...on.
Kindle_Store_5,4.0,OR,"Great to see Morgan back in action, so to speak! And even though there weren't as many sexual escapades in this story as in the others, it was nice to see Morgan connect with someone on a deeper level and figure out more about herself. And the little twist at the end with a villain from the series will definitely make things interesting for Morgan and her men! Can't wait for the next installment! Crossing my fingers that the next one is longer and we see more of Morgan's favorite men!!!!"
Kindle_Store_5,5.0,OR,"This was an enjoyable, fun read!  It took a bit for me to get into the book, but then I didn't want to put it down."
Kindle_Store_5,5.0,OR,I love the book oh my gosh it is amazing a true test of love heartache all so bittersweet. The most amazing read in an truly excited to read the sequel. Jasmine the no nonsense woman and chase the enigmatic playboy both excellent characters
Kindle_Store_5,4.0,OR,"As we all know and love this author, it was not a hardship to read this book.  I thought it was well written with a interesting storyline, and who can resist Darcy and Elizabeth.  Of late the novels available have all been short and as such I am always disappointed with their length.  Well written with a different and interesting storyline, but come on all you P&P authors, can someone please put out a full length book."
Kindle_Store_5,3.0,OR,"I liked the plot of the book, but I'm very confused by the ending. It seems as if it's not a standalone book, but that the second is from her friends point of view, but about Stephanie and Denny's relationship. To each their own style, but I find series better if they are all in one point of view, or if they have a happy ending and then move on to other characters stories. I just feel like it's left hanging.

I feel like the dialogue was forced. Some of the things the characters said had me confused. I feel like in some places info was just to be assumed by the reader and not explained. I felt like it jumped around in some places and then in other things were dragged out. Things happened without explaining and I had to reread chapters thinking I missed something.

All in all, it wasn't bad. I love books with babies, I just feel as if I'm left hanging and have no way to fix it."
Kindle_Store_5,4.0,OR,"I won't repeat a book blurb you probably just finished reading. If you've read the first 4 books, then don't stop now! I just finished this one and am only pausing long enough to tell you to get this book. If you haven't read this series, start with book 1 because you don't want to miss any of this! Love the characters! The book is about demons and demon-hunters, but it's also about the love and strength/power of families. I read....a lot!! I don't normally gush over the books I've read, but I'm making an exception here! This author knows how to bring a story to life!"
Kindle_Store_5,3.0,OR,"Compared to the first one, this was okay. There is a lot more sex and it is much more graphic."
Kindle_Store_5,5.0,OR,"I'm so happy all worked out in the end. How many times we've heard of selling our souls for material gain, well after reading this book we should all be content with our lot in life."
Kindle_Store_5,4.0,OR,"This is a good shifter romance, with a likeable couple that you want to get their HEA. It is a quick read, just over 70 pages, but the characters are well developed for such a short story. If you are looking for a quick, sweet, and sexy shifter romance, this is a good one."
Kindle_Store_5,3.0,OR,"What kinda ending was that? Wasn't really feeling this book, it took me forever to finish, when I usually read 2 a day."
Kindle_Store_5,4.0,OR,S K heats this story up with each segment that comes. This one is no different from the other. The characters and storyline remain as exciting and strong as from the beginning. Loving it more and more as it goes on. 4.
Kindle_Store_5,5.0,OR,Again it just goes to prove once in true love ever a divorce can't stop what God wants for both of them.
Kindle_Store_5,5.0,OR,I really enjoyed this romance book.  Selena and Peter are really likable characters and I enjoyed their interaction together.  Selena was a free spirit who could not stay at one job for long and Peter longed for her.  I enjoyed their story and it was a fun read.
Kindle_Store_5,5.0,OR,I am reading the series and this is one of the best
Kindle_Store_5,5.0,OR,"very fun story,adventurous keeps my attention i have read all of the searies that is out. and the author is my cousin pretty cool."
Kindle_Store_5,3.0,OR,I started to really get into this book but it was to short and by far had the worst ending possible
Kindle_Store_5,5.0,OR,This is a game for those who want brain exercise.  It's fun and challenging.  It's a different kind of word game!
Kindle_Store_5,4.0,OR,"I recently came across this author. I read ""A Girl Like Lilac."" After I finished it, I checked this authors amazon for more novels. I decided to go ahead and download this one. This is powerful reading. Definitely worth the time. These two characters will show you the meaning to Best Friends. They stick together through everything. I am not putting no spoilers in it. This was one of a journey. The ending leaves you wanting more. To me it felt like a cliff hanger. Incomplete. I will read the next one when it is released. Great powerful, emotional kindle read."
Kindle_Store_5,5.0,OR,"I can not imagine anyone not loving this book, because I did and brought the 3rd one immediately. I just love the way Ms. McDonald puts a story together. Can't wait to read book number 3."
Kindle_Store_5,5.0,OR,"broken notes.  by Ann Marie frohoff.  *****5*****
life just kept throwing tomatoes at us.
""for the first time since laying eyes on her as a high school freshman, I felt as if I did not want to fight for our love anymore. that thought made me sink deeper into despair,  because I loved her so much.""
ann marie is literally trying to kill me with these books! they have made my heart pound, bite my nails, and cry big fat ugly tears.
aly finally gets to spend the week in London with Jake and she can tell he has changed.  now she is back home finally getting ready to graduate and she will officially begin her life with Jake in New York.  but aly has reservations about Jake and school. Jake wants her to live with him and go to nyu, but she has schools at home in California that offer her a free ride for four years. aly decides to take the plunge and move to new york with Jake. all is well for a couple of months until tragedy strikes and sends Jake spiralling down. his best friend and band mate dump has fallen ill and ends up dying after getting pneumonia.
aly decides to go back home and go to school while she trys to put her life back together. this makes Jake more depressed and starts taking pills and drinking again. during his grief he also makes some life altering mistakes he can never take back which results in aly finally giving up on them.  real life is not beautiful all the time, aly and Jake used to believe  love was all they needed, until they stopped believing. life is unfair and for this couple l ok 've will throw more at them.  sometimes life gets in the way of a happily ever after."
Kindle_Store_5,5.0,OR,"I love time travel and this was time travel at it's best.
Claire is strong, smart and still mourning the death of her husband.
Hugh is an 18th century Highland warrior who by some twist of fate is hurled into the future.
This was a welcome change in time travel since the heroine is the one that usually gets to time travel. Not so in this book. The hero is and well culture shock is lame considering everything the hero is put thru.
From start to finish the story just drew me in and even though it was late I did not go to sleep until I was finished (sleep is overrated *wink*)."
